LENGTH	COUNT	PRCT
-7771	1	0.00761557
-7466	1	0.00761557
-6367	1	0.00761557
-6078	1	0.00761557
-6077	2	0.0152311
-6075	2	0.0152311
-6065	1	0.00761557
-6052	1	0.00761557
-5406	1	0.00761557
-5232	1	0.00761557
-5149	1	0.00761557
-4302	1	0.00761557
-3818	1	0.00761557
-3744	1	0.00761557
-3600	1	0.00761557
-3312	1	0.00761557
-3311	1	0.00761557
-3157	1	0.00761557
-3154	1	0.00761557
-2889	1	0.00761557
-2686	1	0.00761557
-2653	1	0.00761557
-2647	1	0.00761557
-2603	1	0.00761557
-2432	1	0.00761557
-2388	1	0.00761557
-2373	1	0.00761557
-2369	1	0.00761557
-2150	1	0.00761557
-2015	1	0.00761557
-1928	1	0.00761557
-1927	1	0.00761557
-1822	1	0.00761557
-1739	1	0.00761557
-1732	1	0.00761557
-1675	1	0.00761557
-1575	1	0.00761557
-1515	1	0.00761557
-1502	1	0.00761557
-1500	1	0.00761557
-1485	1	0.00761557
-1404	1	0.00761557
-1354	1	0.00761557
-1352	1	0.00761557
-1339	1	0.00761557
-1319	1	0.00761557
-1303	1	0.00761557
-1190	1	0.00761557
-1170	1	0.00761557
-1151	1	0.00761557
-1144	2	0.0152311
-1128	1	0.00761557
-1109	1	0.00761557
-1107	1	0.00761557
-1089	1	0.00761557
-1075	1	0.00761557
-1073	1	0.00761557
-1066	1	0.00761557
-1042	2	0.0152311
-1036	1	0.00761557
-995	1	0.00761557
-976	1	0.00761557
-964	1	0.00761557
-958	1	0.00761557
-924	1	0.00761557
-900	1	0.00761557
-889	1	0.00761557
-884	1	0.00761557
-883	1	0.00761557
-864	1	0.00761557
-860	2	0.0152311
-859	1	0.00761557
-846	1	0.00761557
-842	1	0.00761557
-818	1	0.00761557
-814	1	0.00761557
-808	1	0.00761557
-800	1	0.00761557
-796	1	0.00761557
-794	1	0.00761557
-790	1	0.00761557
-780	1	0.00761557
-779	1	0.00761557
-764	1	0.00761557
-759	2	0.0152311
-748	1	0.00761557
-712	1	0.00761557
-701	1	0.00761557
-700	1	0.00761557
-695	1	0.00761557
-686	2	0.0152311
-684	1	0.00761557
-677	1	0.00761557
-651	1	0.00761557
-650	1	0.00761557
-647	1	0.00761557
-631	1	0.00761557
-624	1	0.00761557
-621	1	0.00761557
-612	1	0.00761557
-604	1	0.00761557
-602	1	0.00761557
-601	1	0.00761557
-594	1	0.00761557
-589	1	0.00761557
-575	1	0.00761557
-574	1	0.00761557
-570	1	0.00761557
-553	1	0.00761557
-538	1	0.00761557
-531	1	0.00761557
-529	1	0.00761557
-528	1	0.00761557
-520	1	0.00761557
-519	1	0.00761557
-506	1	0.00761557
-499	2	0.0152311
-496	1	0.00761557
-495	3	0.0228467
-494	1	0.00761557
-493	2	0.0152311
-492	1	0.00761557
-486	1	0.00761557
-478	1	0.00761557
-476	3	0.0228467
-475	1	0.00761557
-470	1	0.00761557
-466	1	0.00761557
-458	1	0.00761557
-454	1	0.00761557
