LENGTH	COUNT	PRCT
-88324	1	0.0106191
-61649	1	0.0106191
-49512	1	0.0106191
-47117	1	0.0106191
-33607	1	0.0106191
-25421	1	0.0106191
-23977	1	0.0106191
-10025	1	0.0106191
-9664	1	0.0106191
-9595	1	0.0106191
-9423	1	0.0106191
-8214	1	0.0106191
-7838	1	0.0106191
-6181	1	0.0106191
-6112	1	0.0106191
-6105	1	0.0106191
-6078	1	0.0106191
-6077	1	0.0106191
-6075	1	0.0106191
-6065	1	0.0106191
-6052	1	0.0106191
-6038	1	0.0106191
-5971	1	0.0106191
-5232	1	0.0106191
-5149	1	0.0106191
-4901	1	0.0106191
-4868	1	0.0106191
-4707	1	0.0106191
-4695	1	0.0106191
-4679	1	0.0106191
-4299	1	0.0106191
-4292	1	0.0106191
-4213	1	0.0106191
-3818	1	0.0106191
-3796	1	0.0106191
-3744	1	0.0106191
-3449	1	0.0106191
-3406	1	0.0106191
-3366	1	0.0106191
-3312	1	0.0106191
-3157	1	0.0106191
-3154	1	0.0106191
-3049	1	0.0106191
-3041	1	0.0106191
-2977	1	0.0106191
-2864	1	0.0106191
-2653	1	0.0106191
-2647	1	0.0106191
-2613	1	0.0106191
-2611	1	0.0106191
-2600	1	0.0106191
-2446	1	0.0106191
-2432	1	0.0106191
-2430	1	0.0106191
-2244	1	0.0106191
-2037	1	0.0106191
-2015	1	0.0106191
-1994	1	0.0106191
-1992	1	0.0106191
-1925	1	0.0106191
-1919	1	0.0106191
-1882	1	0.0106191
-1844	1	0.0106191
-1821	1	0.0106191
-1783	1	0.0106191
-1778	1	0.0106191
-1758	1	0.0106191
-1739	1	0.0106191
-1720	1	0.0106191
-1655	1	0.0106191
-1606	1	0.0106191
-1515	1	0.0106191
-1505	1	0.0106191
-1502	1	0.0106191
-1501	1	0.0106191
-1500	1	0.0106191
-1454	1	0.0106191
-1445	1	0.0106191
-1433	1	0.0106191
-1426	1	0.0106191
-1407	1	0.0106191
-1404	1	0.0106191
-1403	1	0.0106191
-1352	1	0.0106191
-1345	2	0.0212382
-1264	1	0.0106191
-1240	1	0.0106191
-1183	1	0.0106191
-1172	1	0.0106191
-1151	1	0.0106191
-1141	1	0.0106191
-1109	1	0.0106191
-1089	1	0.0106191
-1075	1	0.0106191
-1073	1	0.0106191
-1066	1	0.0106191
-1046	1	0.0106191
-1042	2	0.0212382
-1036	1	0.0106191
-1027	1	0.0106191
-1023	1	0.0106191
-964	1	0.0106191
-948	1	0.0106191
-942	1	0.0106191
-939	1	0.0106191
-920	1	0.0106191
-864	2	0.0212382
-862	1	0.0106191
-846	1	0.0106191
-842	1	0.0106191
-837	2	0.0212382
-835	1	0.0106191
-831	1	0.0106191
-815	1	0.0106191
-812	1	0.0106191
-806	1	0.0106191
-800	1	0.0106191
-796	1	0.0106191
-794	1	0.0106191
-780	1	0.0106191
-764	1	0.0106191
-759	1	0.0106191
-748	1	0.0106191
-738	1	0.0106191
-728	1	0.0106191
-713	1	0.0106191
-700	1	0.0106191
-690	1	0.0106191
-688	1	0.0106191
-672	1	0.0106191
-656	1	0.0106191
-647	1	0.0106191
-640	1	0.0106191
-621	1	0.0106191
-617	1	0.0106191
-614	1	0.0106191
-612	1	0.0106191
-611	1	0.0106191
-606	1	0.0106191
-604	1	0.0106191
-601	1	0.0106191
-594	1	0.0106191
-574	1	0.0106191
-570	1	0.0106191
-561	2	0.0212382
-559	1	0.0106191
-557	1	0.0106191
-553	1	0.0106191
-550	1	0.0106191
-545	1	0.0106191
-531	1	0.0106191
-528	1	0.0106191
-527	1	0.0106191
-526	1	0.0106191
-522	1	0.0106191
-509	2	0.0212382
-495	1	0.0106191
-493	2	0.0212382
-490	1	0.0106191
-486	1	0.0106191
-478	1	0.0106191
-476	2	0.0212382
-475	1	0.0106191
-468	2	0.0212382
-466	1	0.0106191
-462	1	0.0106191
-457	1	0.0106191
-456	1	0.0106191
-453	1	0.0106191
-452	1	0.0106191
-438	1	0.0106191
-435	1	0.0106191
-433	1	0.0106191
-432	1	0.0106191
-423	1	0.0106191
-419	1	0.0106191
-400	1	0.0106191
-399	1	0.0106191
-397	1	0.0106191
-396	3	0.0318573
-389	1	0.0106191
-387	2	0.0212382
-379	1	0.0106191
-374	2	0.0212382
-373	1	0.0106191
-372	1	0.0106191
-367	1	0.0106191
-362	1	0.0106191
-360	2	0.0212382
-358	1	0.0106191
-357	1	0.0106191
-356	1	0.0106191
-354	1	0.0106191
-352	1	0.0106191
-351	3	0.0318573
-350	1	0.0106191
-348	1	0.0106191
-344	1	0.0106191
-343	1	0.0106191
-342	3	0.0318573
-341	2	0.0212382
-339	3	0.0318573
-338	2	0.0212382
-337	2	0.0212382
-336	1	0.0106191
-335	3	0.0318573
-334	2	0.0212382
-333	2	0.0212382
-332	2	0.0212382
-331	4	0.0424764
-330	3	0.0318573
-328	3	0.0318573
-327	3	0.0318573
-326	4	0.0424764
-325	4	0.0424764
-324	4	0.0424764
-323	8	0.0849527
-322	3	0.0318573
-321	6	0.0637146
-320	6	0.0637146
-319	6	0.0637146
-318	3	0.0318573
-317	5	0.0530955
-316	2	0.0212382
-315	6	0.0637146
-314	3	0.0318573
-313	2	0.0212382
-312	6	0.0637146
-311	8	0.0849527
-310	3	0.0318573
-307	2	0.0212382
-305	1	0.0106191
-303	3	0.0318573
-302	2	0.0212382
-299	1	0.0106191
-298	1	0.0106191
-297	1	0.0106191
-294	1	0.0106191
-293	1	0.0106191
-292	1	0.0106191
-289	1	0.0106191
-288	1	0.0106191
