LENGTH	COUNT	PRCT
-86058	1	0.0107032
-69259	1	0.0107032
-49413	1	0.0107032
-33694	1	0.0107032
-23977	1	0.0107032
-21761	1	0.0107032
-15784	1	0.0107032
-10379	1	0.0107032
-10025	1	0.0107032
-9602	1	0.0107032
-8214	1	0.0107032
-7838	1	0.0107032
-7522	1	0.0107032
-7504	1	0.0107032
-7466	1	0.0107032
-6105	1	0.0107032
-6078	1	0.0107032
-6077	1	0.0107032
-6075	1	0.0107032
-6065	1	0.0107032
-6052	1	0.0107032
-5971	1	0.0107032
-5903	1	0.0107032
-5494	1	0.0107032
-5232	1	0.0107032
-5201	1	0.0107032
-5149	1	0.0107032
-4663	1	0.0107032
-4620	1	0.0107032
-4324	1	0.0107032
-4292	1	0.0107032
-4213	1	0.0107032
-4210	1	0.0107032
-3818	1	0.0107032
-3744	1	0.0107032
-3699	1	0.0107032
-3425	1	0.0107032
-3343	1	0.0107032
-3339	1	0.0107032
-3312	1	0.0107032
-3311	1	0.0107032
-3238	1	0.0107032
-3157	1	0.0107032
-3154	1	0.0107032
-2977	1	0.0107032
-2931	1	0.0107032
-2864	1	0.0107032
-2653	2	0.0214064
-2647	1	0.0107032
-2611	1	0.0107032
-2603	1	0.0107032
-2486	1	0.0107032
-2432	1	0.0107032
-2429	1	0.0107032
-2416	1	0.0107032
-2244	1	0.0107032
-2095	1	0.0107032
-2063	1	0.0107032
-2037	1	0.0107032
-2015	1	0.0107032
-1994	1	0.0107032
-1980	1	0.0107032
-1925	1	0.0107032
-1907	1	0.0107032
-1822	1	0.0107032
-1785	1	0.0107032
-1675	1	0.0107032
-1638	1	0.0107032
-1606	1	0.0107032
-1575	1	0.0107032
-1562	1	0.0107032
-1552	1	0.0107032
-1539	1	0.0107032
-1515	1	0.0107032
-1505	1	0.0107032
-1502	1	0.0107032
-1500	1	0.0107032
-1445	2	0.0214064
-1407	1	0.0107032
-1403	1	0.0107032
-1352	1	0.0107032
-1345	1	0.0107032
-1341	1	0.0107032
-1303	1	0.0107032
-1240	1	0.0107032
-1204	1	0.0107032
-1172	1	0.0107032
-1161	1	0.0107032
-1151	1	0.0107032
-1142	2	0.0214064
-1128	1	0.0107032
-1109	1	0.0107032
-1107	1	0.0107032
-1102	1	0.0107032
-1089	1	0.0107032
-1075	1	0.0107032
-1074	1	0.0107032
-1073	1	0.0107032
-1066	1	0.0107032
-1042	1	0.0107032
-1039	1	0.0107032
-1036	1	0.0107032
-1014	1	0.0107032
-970	1	0.0107032
-964	1	0.0107032
-934	1	0.0107032
-926	1	0.0107032
-920	1	0.0107032
-872	1	0.0107032
-866	1	0.0107032
-864	2	0.0214064
-862	1	0.0107032
-860	1	0.0107032
-842	1	0.0107032
-831	1	0.0107032
-815	2	0.0214064
-812	1	0.0107032
-808	1	0.0107032
-806	1	0.0107032
-803	1	0.0107032
-800	1	0.0107032
-794	1	0.0107032
-780	1	0.0107032
-775	1	0.0107032
-764	1	0.0107032
-748	2	0.0214064
-736	1	0.0107032
-700	1	0.0107032
-695	1	0.0107032
-685	1	0.0107032
-681	1	0.0107032
-666	1	0.0107032
-656	1	0.0107032
-654	1	0.0107032
-650	1	0.0107032
-647	1	0.0107032
-631	1	0.0107032
-621	1	0.0107032
